Symbol,Name,Sector,Industry,Market Cap,Enterprise Value,PE Ratio (Forward),EV to EBITDA (Forward),PS Ratio (Forward),Price to Book Value,PE Ratio (5y Median),EV to EBITDA (5y Median),PS Ratio (5y Median),Price to Book Value (5y Median),Return on Equity (5y Median),Return on Assets (5y Median)
RRGB,Red Robin Gourmet Burgers,Consumer Cyclical,Restaurants,924.9518,1068.0038,20.6428,7.2203,0.7284,2.3541,None,None,None,2.0882,None,None
RRTS,Roadrunner Transportation,Industrials,Trucking,401.7920,850.7210,8.4000,6.4991,0.2003,0.6689,19.3196,11.5219,0.6239,1.6949,0.101275,0.057248
RSE,Rouse Properties,Real Estate,REIT - Retail,935.8981,2582.9591,9.1001,15.3076,3.1055,1.7572,None,None,None,None,None,None
RSO,Resource Capital,Real Estate,REIT - Diversified,370.7554,2131.1464,5.1956,None,None,0.4396,12.4914,None,4.0584,0.9739,0.074365,0.020898
RSPP,RSP Permian,Energy,Oil & Gas Drilling,2829.7171,3471.0631,58.3697,12.4149,8.6152,1.7059,None,None,None,None,None,None
RSTI,Rofin-Sinar Technologies,Technology,Scientific & Technical Instruments,792.4722,640.2212,16.0686,7.5766,1.4952,1.4605,20.3847,9.1282,1.2710,1.3446,0.071941,0.054527
RT,Ruby Tuesday,Consumer Cyclical,Restaurants,337.6346,513.0816,45.4167,6.6895,0.2961,0.7323,None,None,0.3624,0.8698,-0.019304,-0.009514
RTEC,Rudolph Technologies,Technology,Scientific & Technical Instruments,443.1664,345.1634,21.1940,6.5620,1.9953,1.6423,None,8.2104,1.7984,1.3663,0.094701,0.070531
RTIX,RTI Surgical,Healthcare,Medical Devices,213.8141,282.4101,19.4737,6.5455,0.7788,1.1992,None,None,1.1533,1.2932,0.031534,0.01922
RTK,Rentech,Basic Materials,Agricultural Inputs,56.6061,129.2241,3.0370,1.2769,0.1358,2.2552,None,None,1.8504,2.8144,-0.346451,-0.064764
RTRX,Retrophin,Healthcare,Drug Manufacturers - Major,729.8463,632.9973,None,8.8161,7.4703,2.5080,None,None,None,None,None,None
RUBI,The Rubicon Project,Technology,Software - Infrastructure,638.6109,558.7459,None,12.7137,2.7380,2.9098,None,None,None,None,None,None
RUN,Sunrun,Technology,Solar,667.1412,957.5882,None,None,None,1.1879,None,None,None,None,None,None
RUSHA,Rush Enterprises,Consumer Cyclical,Auto & Truck Dealerships,950.7323,2389.6963,13.0348,None,0.1884,1.1425,16.5425,9.7612,0.3298,1.5331,0.101524,0.032365
RUTH,Ruth's Hospitality Group,Consumer Cyclical,Restaurants,604.9382,607.1462,20.1516,10.1646,1.6162,5.9766,None,8.6498,0.9996,3.8401,0.218161,0.083041
RVNC,Revance Therapeutics,Healthcare,Biotechnology,1057.6643,915.8063,None,-11.4242,3021.8981,7.4297,None,None,None,None,None,None
RWT,Redwood Trust,Real Estate,REIT - Diversified,1111.1431,5749.2461,14.8144,None,7.1177,0.9209,14.8663,None,6.6586,1.1706,0.081129,0.018767
RXDX,Ignyta,Healthcare,Biotechnology,433.6324,294.6525,None,None,None,3.2833,None,None,None,None,None,None
RXN,Rexnord,Industrials,Diversified Industrials,2005.3027,3563.0027,13.9965,9.6742,1.0262,3.6795,None,None,None,None,None,None
RYAM,Rayonier Advanced,Basic Materials,Chemicals,458.7368,1251.2548,7.1096,5.3910,0.4865,None,None,None,None,None,None,None
RYI,Ryerson Holding,Industrials,Metal Fabrication,144.1277,1191.3277,4.7388,6.6197,0.0446,None,None,None,None,None,-0.06487,0.007388
SAAS,inContact,Technology,Software - Application,581.6490,555.4450,None,46.9562,2.6540,4.6003,None,None,2.8019,5.6302,-0.14237,-0.100778
SAFM,Sanderson Farms,Consumer Defensive,Packaged Foods,1608.6097,1437.7697,13.2539,6.0794,0.5734,1.5747,None,None,0.5529,2.1533,0.156929,0.107635
SAFT,Safety Insurance Group,Financial Services,Insurance - Property & Casualty,846.1192,802.8762,90.4194,None,None,1.3129,14.5069,None,1.0716,1.1193,0.079532,0.035003
SAGE,Sage Therapeutics,Healthcare,Biotechnology,1279.4746,1074.5976,None,-11.4936,None,6.4586,None,None,None,None,None,None
SAH,Sonic Automotive,Consumer Cyclical,Auto & Truck Dealerships,1213.3838,3322.4278,12.4604,10.9651,0.1258,1.7505,13.7911,11.0443,0.1404,1.8919,0.156422,0.033085
SAIA,Saia,Industrials,Trucking,602.0192,678.6732,11.8447,4.4652,0.4919,1.4548,20.9962,6.4077,0.6001,2.1437,0.143105,0.067909
SAIC,Science Applications Intl,Technology,Information Technology Services,2208.0639,3169.0639,18.1019,10.2448,0.5106,5.7502,None,None,None,None,None,None
SALE,RetailMeNot,Consumer Cyclical,Marketing Services,475.9246,280.2196,24.5405,4.1699,1.9718,0.9706,None,None,None,None,None,None
SALT,Scorpio Bulkers,Industrials,Shipping & Ports,287.3122,415.4382,None,-8.4559,3.8056,0.2336,None,None,None,None,None,None
SAM,Boston Beer Co,Consumer Defensive,Beverages - Brewers,2760.2560,2626.1150,29.6119,13.3238,2.8459,5.5785,31.7398,14.8382,3.2753,7.3574,0.273229,0.184616
SANM,Sanmina,Technology,Electronic Components,1786.8454,1911.9574,10.3122,5.4186,0.2821,1.1752,10.2018,5.9900,0.1957,1.2184,0.14301,0.033841
SASR,Sandy Spring Bancorp,Financial Services,Banks - Regional - US,704.5375,1253.5785,16.4132,None,3.6602,1.3456,14.0707,None,3.0781,1.1145,0.079477,0.009522
SB,Safe Bulkers,Industrials,Shipping & Ports,102.6880,560.6580,None,12.9677,0.8975,0.1537,None,7.9635,2.6467,1.1437,0.220651,0.090531
SBCF,Seacoast Banking,Financial Services,Banks - Regional - US,542.3312,561.5812,21.0533,14.0220,3.8303,1.5483,None,None,2.2003,1.3476,0.038902,0.00293
SBGI,Sinclair Broadcast Group,Consumer Cyclical,Broadcasting - TV,3318.0696,7064.1676,18.7828,9.8381,1.5027,6.9593,13.0179,8.4961,1.3112,None,-0.064819,0.047521
SBRA,Sabra Health Care REIT,Real Estate,REIT - Healthcare Facilities,1284.4445,2592.0095,8.9636,12.5846,5.5260,1.2126,None,None,None,2.1697,None,None
SBSI,Southside Bancshares,Financial Services,Banks - Regional - US,703.8332,1633.5442,15.7167,None,3.7558,1.5740,11.6110,None,3.2728,1.6102,0.145029,0.011174
SBY,Silver Bay Realty Trust,Real Estate,REIT - Residential,554.0306,1194.3206,23.3897,33.0745,4.8599,1.0375,None,None,None,None,None,None
SCAI,Surgical Care Affiliates,Healthcare,Medical Care,1472.8276,2567.9386,19.5842,15.0065,1.4374,3.8872,None,None,None,None,None,None
SCHL,Scholastic,Consumer Cyclical,Publishing,1448.0328,1203.4328,28.4471,10.2044,0.8736,1.2277,22.6283,5.5480,0.5394,1.1843,0.060656,0.030865
SCHN,Schnitzer Steel Indus,Basic Materials,Steel,382.1079,591.5249,21.3234,5.3775,0.2330,0.7148,None,None,0.2666,0.8926,0.014481,0.008454
SCL,Stepan,Basic Materials,Specialty Chemicals,1155.0870,1337.5050,15.8443,7.1620,0.6459,2.0941,15.9432,7.1570,0.5778,2.1793,0.165771,0.077752
SCLN,SciClone Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,450.3164,351.0924,9.6000,None,2.9158,2.7127,16.4306,10.7639,2.2817,2.0979,0.14748,0.125427
SCMP,Sucampo Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,798.9387,691.1527,24.4861,None,5.7302,6.7829,None,None,3.3101,5.5868,0.102447,0.039837
SCOR,comScore,Industrials,Business Services,1579.9905,1438.1615,75.8131,15.6825,4.3314,4.0757,None,65.4744,3.5833,4.7104,-0.05857,-0.034197
SCS,Steelcase,Industrials,Business Equipment,2384.3621,2458.3621,17.6652,None,0.7675,3.4606,24.7607,10.3208,0.6252,2.7503,0.085034,0.03323
SCSC,ScanSource,Technology,Computer Distribution,1012.2334,1065.4634,12.6628,7.8170,0.2810,1.3237,13.7039,8.1412,0.3478,1.3811,0.10499,0.060669
SCSS,Select Comfort,Consumer Cyclical,Home Furnishings & Fixtures,1218.5428,1112.6218,17.8447,7.1029,0.9403,4.4812,None,None,None,6.4008,None,None
SCVL,Shoe Carnival,Consumer Cyclical,Apparel Stores,389.0345,349.5315,12.9252,4.9579,0.3954,1.1259,15.8799,6.2413,0.5059,1.4530,0.097104,0.069797
SD,SandRidge Energy,Energy,Oil & Gas E&P,182.1338,3992.4428,None,6.5381,0.1804,None,None,9.4338,1.5671,1.5305,-0.020511,-0.005653
SEAC,SeaChange International,Technology,Software - Application,216.6987,152.1297,None,-30.5788,1.9643,1.3504,None,None,1.9487,1.4103,-0.035502,-0.027456
SEAS,SeaWorld Entertainment,Consumer Cyclical,Leisure,1562.2091,3040.7171,23.1782,8.3008,1.1333,2.8892,None,None,None,None,None,None
SEB,Seaboard,Industrials,Conglomerates,3804.1250,3174.6160,11.3240,None,0.5396,1.3686,12.1238,6.1077,0.5201,1.3617,0.128885,0.090191
SEM,Select Medical Holdings,Healthcare,Medical Care,1561.1705,3961.5575,15.2564,10.0688,0.4197,1.8916,13.4074,8.4462,0.4982,1.7089,0.161445,0.041687
SEMG,Semgroup,Energy,Oil & Gas Midstream,1498.9701,2490.3221,31.8878,8.3084,0.9982,1.3134,None,17.8383,1.3978,2.1443,0.019852,0.008753
SENEA,Seneca Foods,Consumer Defensive,Packaged Foods,270.8898,607.2388,None,None,None,0.7561,21.6791,10.9303,0.2447,0.8510,0.044123,0.018662
SF,Stifel Financial,Financial Services,Capital Markets,3097.9626,3421.7006,16.6306,8.3138,1.2915,1.2426,None,None,1.6069,1.4110,0.078282,0.018504
SFBS,Servisfirst Bancshares,Financial Services,Banks - Regional - US,1250.3716,1090.0136,21.3113,None,7.0501,2.9023,None,None,None,None,0.177016,0.013007
SFE,Safeguard Scientifics,Financial Services,Asset Management,334.7316,241.2636,None,-201.0530,None,1.5734,None,None,5.0000,1.3755,None,None
SFL,Ship Finance Intl,Industrials,Shipping & Ports,1574.9358,2936.9118,7.7294,10.1021,3.3771,1.3131,10.0813,11.8863,4.7992,1.3335,0.156425,0.046996
SFLY,Shutterfly,Consumer Cyclical,Personal Services,1617.3331,1747.7181,None,9.0728,1.5328,3.1009,None,18.0174,2.2892,2.4167,0.017404,0.014308
SFNC,Simmons First National,Financial Services,Banks - Regional - US,1689.1979,1547.5549,17.7237,None,4.3070,1.6649,17.4840,None,2.7857,1.1959,0.067674,0.007972
SFS,Smart & Final Stores,Consumer Defensive,Grocery Stores,1283.0238,1750.5128,28.0645,9.4367,0.3231,2.3231,None,None,None,None,None,None
SFXE,SFX Entertainment,Consumer Cyclical,Leisure,29.2919,282.7029,None,4.9815,0.0592,0.2961,None,None,None,None,None,None
SGA,Saga Communications,Consumer Cyclical,Broadcasting - Radio,248.4502,265.9492,19.3439,9.1047,1.8853,2.0384,14.5203,9.2191,1.6498,1.8712,0.156594,0.074162
SGBK,Stonegate Bank,Financial Services,Banks - Regional - US,423.2758,197.2178,16.7082,None,4.5646,1.6205,None,None,None,None,None,None
SGC,Superior Uniform Group,Consumer Cyclical,Apparel Manufacturing,239.7313,260.7873,None,None,None,2.6322,18.1381,9.0572,0.6392,1.2195,0.070768,0.053085
SGI,Silicon Graphics Intl,Technology,Computer Systems,209.9558,185.2918,None,5.2790,0.3533,4.4132,None,None,0.6033,3.6896,-0.243913,-0.056351
SGM,Stonegate Mortgage,Financial Services,Specialty Finance,134.3372,1145.2592,34.7333,11.1842,0.6427,0.5150,None,None,None,None,None,None
SGMO,Sangamo BioSciences,Healthcare,Biotechnology,510.6412,291.3122,None,-5.9451,13.1690,2.5086,None,None,19.3758,4.2064,-0.318453,-0.261124
SGMS,Scientific Games,Consumer Cyclical,Gambling,734.6941,9042.7941,None,8.5009,0.2692,None,None,10.5756,0.8643,None,-0.191473,-0.03609
SGNT,Sagent Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,497.0555,452.7835,606.4000,23.2197,1.5795,1.8219,None,None,2.6340,None,0.080748,0.025903
SGY,Stone Energy,Energy,Oil & Gas E&P,376.8211,1354.5301,None,4.6612,0.7012,1.2926,None,None,1.4093,1.5583,0.173041,0.055839
SGYP,Synergy Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,697.9541,555.9531,None,None,None,None,None,None,None,None,None,None
SHAK,Shake Shack,Consumer Cyclical,Restaurants,1566.7250,1503.9750,135.7839,48.8026,8.2392,11.9261,None,None,None,None,None,None
SHEN,Shenandoah Telecommunicat,Communication Services,Telecom Services,1224.6845,1344.3965,31.7987,9.3815,3.5713,4.2606,21.7907,6.5357,1.8944,2.1657,0.100818,0.044488
SHLM,A Schulman,Basic Materials,Chemicals,984.9315,1962.7675,11.9051,7.2629,0.3501,1.6863,18.9686,9.6403,0.3971,1.6099,0.085849,0.037146
SHO,Sunstone Hotel Investors,Real Estate,REIT - Hotel & Motel,2959.9020,4263.9930,10.9660,12.1012,2.3707,1.3371,None,14.8625,2.0305,1.3459,0.04457,0.022268
SHOO,Steven Madden,Consumer Cyclical,Footwear & Accessories,2052.5289,1991.4159,17.1217,10.2030,1.4433,2.9969,17.6869,10.0370,1.7436,3.4620,0.205652,0.154285
SHOR,ShoreTel,Technology,Communication Equipment,643.4614,537.3324,109.0000,16.1039,1.7624,3.2986,None,None,1.2472,2.4281,-0.102684,-0.064237
SIEN,Sientra,Healthcare,Medical Instruments & Supplies,66.3956,-57.4054,None,3.8017,1.2387,0.4532,None,None,None,None,None,None
SIGI,Selective Insurance,Financial Services,Insurance - Property & Casualty,1986.3997,2239.7407,13.3577,0.4431,0.9593,1.4616,14.5696,None,0.6750,1.0847,0.068306,0.012815
SIGM,Sigma Designs,Technology,Semiconductors,286.0535,208.8865,39.9000,5.4941,1.2357,1.9249,None,None,0.9758,1.0168,-0.135554,-0.098485
SIR,Select Income REIT,Real Estate,REIT - Diversified,1828.5920,4180.3850,7.7208,13.9207,4.2841,0.8428,None,None,None,None,None,None
SIXD,6D Global Technologies,Industrials,Business Services,226.9189,219.2627,None,None,None,None,None,None,None,None,-0.134218,-0.073214
SJI,South Jersey Industries,Utilities,Utilities - Regulated Gas,1626.3396,3009.8936,15.1419,13.6096,1.6444,1.7177,19.2252,14.7602,2.1119,2.3231,0.115947,0.033116
SJW,SJW,Utilities,Utilities - Regulated Water,612.8837,1012.3267,21.1018,9.3045,2.1055,1.6519,20.7026,8.6163,1.9384,1.7154,0.085296,0.021737
SKUL,Skullcandy,Technology,Consumer Electronics,124.6783,110.9793,11.5000,3.5327,0.4548,0.8101,None,None,None,None,0.065189,0.035974
SKYW,SkyWest,Industrials,Airlines,1078.9939,2630.1509,11.1748,4.3740,0.3520,0.7382,None,4.5821,0.2068,0.4930,0.02897,0.009216
SLAB,Silicon Laboratories,Technology,Semiconductors,2136.1081,1967.7981,45.0702,16.2628,3.3210,2.8809,39.4089,17.2118,3.3402,2.6702,0.069721,0.055896
SLCA,US Silica Holdings,Basic Materials,Industrial Metals & Minerals,1063.9471,1259.1151,94.9048,11.8762,1.6570,2.6755,None,None,None,None,0.314466,0.099735
SMCI,Super Micro Computer,Technology,Communication Equipment,1123.5881,1107.6681,11.7656,6.0367,0.4857,1.7613,19.5551,10.5030,0.6709,2.0330,0.133538,0.079349
SMP,Standard Motor Products,Consumer Cyclical,Auto Parts,949.3405,960.5645,17.9270,9.1222,0.9554,2.4196,15.4631,7.6786,0.7343,2.0571,0.149611,0.074302
SMRT,Stein Mart,Consumer Cyclical,Apparel Stores,324.8154,502.5224,10.6119,None,0.2364,4.4951,18.8683,6.4701,0.3516,1.9166,0.106756,0.048698
SMTC,Semtech,Technology,Semiconductors,1245.1089,1315.1319,27.6377,11.3618,2.5750,2.3998,None,None,3.3054,2.8461,0.071981,0.043635
SN,Sanchez Energy,Energy,Oil & Gas E&P,278.6157,1828.5917,None,4.9653,0.5247,None,None,None,None,None,None,None
SNAK,Inventure Foods,Consumer Defensive,Packaged Foods,135.3049,242.2909,None,20.8871,0.4733,2.4812,None,11.3713,0.7099,2.8220,0.125962,0.053642
SNBC,Sun Bancorp,Financial Services,Banks - Regional - US,398.4093,288.9853,38.8000,None,4.2383,1.5594,None,None,2.2740,1.1192,-0.101608,-0.008951
SNC,State National,Financial Services,Insurance - Property & Casualty,426.6418,646.8388,10.3118,None,2.2233,9.2397,None,None,None,None,None,None
SNCR,Synchronoss Technologies,Technology,Software - Application,1703.2057,1722.4017,22.1203,8.5919,2.9482,2.8590,52.0649,16.7396,4.2207,3.3546,0.067475,0.05472
SNHY,Sun Hydraulics,Industrials,Diversified Industrials,849.4511,727.2401,25.8537,13.0799,4.2388,3.8800,23.1682,12.6668,4.2312,4.9767,0.220979,0.195874
SNMX,Senomyx,Basic Materials,Specialty Chemicals,188.4502,164.3862,None,-25.5735,7.3677,8.9832,None,None,6.7927,7.2525,-0.382239,-0.182049
SNOW,Intrawest Resorts,Consumer Cyclical,Leisure,387.9825,871.9715,53.6250,7.5956,0.6504,1.8630,None,None,None,None,None,None
SNR,New Senior Investment Gr,Real Estate,REIT - Diversified,763.2308,2733.4888,None,None,None,0.9284,None,None,None,None,None,None
SNTA,Synta Pharmaceuticals,Healthcare,Biotechnology,59.1802,-29.0718,None,0.3416,7.6857,0.9803,None,None,40.1922,9.0162,None,None
SNX,Synnex,Industrials,Business Services,3781.2996,4205.8006,15.2896,8.6384,0.2834,2.1616,10.5883,7.3516,0.1515,1.2643,0.120433,0.053109
SONC,Sonic,Consumer Cyclical,Restaurants,1421.6997,1836.2137,21.9523,10.4489,2.2598,81.5522,27.0029,10.3439,1.4366,14.7186,0.724846,0.057432
SONS,Sonus Networks,Technology,Communication Equipment,329.7716,219.9166,None,19.6530,1.3357,1.5305,None,None,2.9403,1.9388,-0.064467,-0.048611
SP,SP Plus,Industrials,Business Services,557.1239,785.8389,25.0600,9.1218,0.6012,2.2642,23.9729,10.2182,0.3727,2.7356,0.105133,0.028358
SPA,Sparton,Technology,Electronic Components,209.7630,346.3760,12.9847,7.7256,0.4493,1.7530,17.4401,None,0.6169,1.7831,0.120105,0.070079
SPKE,Spark Energy,Utilities,Utilities - Regulated Electric,259.7735,321.7245,12.1032,5.9021,0.7190,21.9255,None,None,None,None,None,None
SPNC,The Spectranetics,Healthcare,Medical Devices,563.2361,774.6251,None,-76.1427,2.3023,4.4627,None,None,3.9324,5.0010,-0.017442,-0.015036
SPNE,SeaSpine Holdings,Healthcare,Medical Devices,169.4303,130.9273,None,None,None,1.0645,None,None,None,None,None,None
SPNS,Sapiens International,Technology,Software - Infrastructure,517.1798,468.2098,24.3402,16.2010,2.8908,2.9454,20.1317,13.0367,1.9096,None,0.092112,0.068056
SPOK,Spok Holdings,Communication Services,Telecom Services,380.7554,267.3634,11.6968,None,1.7102,1.4200,11.3727,4.0118,1.4963,1.2454,0.102491,0.08126
SPPI,Spectrum Pharmaceuticals,Healthcare,Biotechnology,369.0227,332.5657,None,-6.5209,2.4900,1.7195,None,None,2.9601,2.0546,-0.002137,-0.001276
SPSC,SPS Commerce,Technology,Software - Application,1207.9870,1085.0860,183.9494,49.7005,7.6291,5.6257,394.7722,73.5113,7.4664,5.1127,0.014387,0.012244
SPTN,SpartanNash,Consumer Defensive,Food Distribution,860.5633,1399.9353,12.0050,6.0264,0.1119,1.1053,None,None,None,1.2182,None,None
SPWH,Sportsmans Warehouse,Consumer Cyclical,Leisure,480.9412,685.7222,19.4728,9.7082,0.6625,None,None,None,None,None,None,None
SQBG,Sequential Brands Group,Consumer Cyclical,Apparel Manufacturing,386.1582,788.6482,26.5489,15.4637,4.6360,1.3933,None,None,4.7134,None,-0.002882,-0.051611
SQI,SciQuest,Technology,Software - Application,339.6273,203.5723,83.2311,10.3176,3.2266,1.8265,None,49.9632,5.8883,5.5960,-0.001547,-0.00104
SQNM,Sequenom,Healthcare,Biotechnology,195.6453,249.9943,None,-12.1948,1.5101,None,None,None,4.1543,None,-0.73469,-0.548846
SRCE,1st Source,Financial Services,Banks - Regional - US,882.6183,1081.9313,15.5945,None,3.6018,1.3808,13.2651,None,2.6630,1.1439,0.095519,0.011334
SRDX,SurModics,Healthcare,Diagnostics & Research,279.3312,223.7432,25.6137,11.3059,4.7618,2.9916,None,None,5.3105,2.9712,0.124269,0.116362
SREV,ServiceSource Intl,Technology,Software - Infrastructure,439.9627,355.5427,None,-49.5530,1.7596,2.8802,None,None,2.3938,2.9430,-0.177542,-0.112869
SRI,Stoneridge,Consumer Cyclical,Auto Parts,380.7183,488.5973,15.3258,9.1836,0.5878,4.4451,None,7.3423,0.4286,2.2974,0.093619,0.023112
SRNE,Sorrento Therapeutics,Healthcare,Biotechnology,307.4242,194.9352,None,None,64.7209,2.1029,None,None,None,None,-0.73882,-0.644484
SRPT,Sarepta Therapeutics,Healthcare,Biotechnology,1677.3017,1577.3927,None,-11.2174,111.8201,13.6105,None,None,29.7473,5.9215,None,-0.433841
SSB,South State,Financial Services,Banks - Regional - US,1897.4881,1303.7601,18.5664,None,4.2307,1.8100,None,None,None,None,0.071375,0.007694
SSD,Simpson Manufacturing,Industrials,Tools & Accessories,1794.4635,1551.6685,28.3740,11.7432,2.3025,2.1252,32.1925,12.1570,2.3162,1.9120,0.062522,0.055547
SSE,Seventy Seven Energy,Energy,Oil & Gas Equipment & Services,66.9612,1505.2422,None,7.0835,0.0588,0.3937,None,None,None,None,None,None
SSI,Stage Stores,Consumer Cyclical,Apparel Stores,233.0852,381.6932,9.7067,3.0083,0.1438,0.5161,20.6306,5.6152,0.3950,1.3465,0.069619,0.037878
SSNI,Silver Spring Networks,Technology,Computer Systems,654.4538,532.5388,None,50.7986,2.1632,None,None,None,None,None,0.30041,-0.194948
SSP,The E W Scripps,Consumer Cyclical,Broadcasting - TV,1804.0415,2126.3035,119.5000,20.9117,2.3094,2.0214,None,13.1334,0.7938,1.3492,0.009117,0.005455
SSS,Sovran Self Storage,Real Estate,REIT - Industrial,3643.9663,4503.9273,20.6117,21.9134,10.0276,3.1686,32.6740,20.6532,7.9549,2.6134,0.083116,0.042574
SSTK,Shutterstock,Industrials,Business Services,1300.4205,1018.3225,51.4857,11.8417,3.0473,4.4398,None,None,None,None,None,None
SSYS,Stratasys,Technology,Computer Systems,1237.2972,1005.3512,None,9.1506,1.7983,0.8730,None,None,None,2.3190,-0.002736,-0.002471
STAA,Staar Surgical,Healthcare,Medical Instruments & Supplies,346.2339,334.3209,None,None,4.6472,8.7568,None,None,4.7575,9.6702,-0.034289,-0.020832
STAG,Stag Industrial,Real Estate,REIT - Industrial,1377.8846,2401.4126,13.7687,15.9651,6.3919,1.9158,None,None,None,None,None,None
STAR,iStar,Real Estate,REIT - Diversified,1059.2082,4593.1162,16.6533,None,None,0.9608,None,None,5.1799,0.7162,-0.055769,-0.011478
STBA,S&T Bancorp,Financial Services,Banks - Regional - US,1176.9802,1504.8652,16.1770,None,4.8574,1.4940,14.7223,None,3.3612,1.2192,0.090762,0.010979
STBZ,State Bank Financial,Financial Services,Banks - Regional - US,827.6269,660.7169,22.3652,None,4.7961,1.5552,20.8388,None,3.9284,1.2396,0.063697,0.010269
STC,Stewart Information,Financial Services,Insurance - Property & Casualty,1006.4036,863.4496,17.4980,None,0.4989,1.5825,23.8760,None,0.3356,1.0108,0.044545,0.021906
STCK,Stock Building Supply,Basic Materials,Building Materials,430.2376,501.3196,24.1618,10.5806,0.3247,2.8067,None,None,None,None,None,None
STE,STERIS,Healthcare,Medical Instruments & Supplies,6375.9352,7044.3922,22.9734,15.0940,3.0761,5.8443,19.6612,10.3428,1.7345,2.6989,0.145432,0.080575
STFC,State Auto Financial,Financial Services,Insurance - Property & Casualty,964.2849,1014.1849,16.1264,None,0.7190,1.1017,None,None,0.6364,0.9737,0.064463,0.019848
STL,Sterling Bancorp,Financial Services,Banks - Regional - US,2217.2686,2804.8916,18.0522,None,5.9269,1.3420,None,None,None,0.8930,None,None
STML,Stemline Therapeutics,Healthcare,Biotechnology,150.4675,97.5076,None,-2.5933,286.6047,1.5460,None,None,None,None,None,None
STMP,Stamps.com,Technology,Software - Application,1690.7711,1591.5951,32.7492,22.9464,8.3308,7.3958,19.6990,18.6172,4.1774,4.0046,0.269381,0.23787
STNG,Scorpio Tankers,Industrials,Shipping & Ports,1522.1719,3340.4219,6.9371,7.8320,2.0460,1.0737,None,None,None,1.1700,-0.014203,-0.010212
STNR,Steiner Leisure,Consumer Cyclical,Personal Services,791.4997,835.6767,18.5553,11.0935,0.8936,4.7423,None,None,0.9159,2.1570,0.14417,0.068424
STOR,STORE Capital,Real Estate,REIT - Diversified,2858.1288,4657.0458,16.6069,19.5119,10.4927,1.6097,None,None,None,None,None,None
STRA,Strayer Education,Consumer Defensive,Education & Training Services,623.3676,536.4506,15.4877,6.0643,1.4371,4.9016,12.2037,5.8588,1.3525,10.6926,0.81355,0.249759
STRP,Straight Path Comms,Communication Services,Telecom Services,94.7237,74.7757,None,-17.3897,36.4322,5.1136,None,None,None,None,None,None
STRT,Strattec Security,Consumer Cyclical,Auto Parts,222.2563,219.7103,10.7958,5.4156,0.5521,1.5679,13.7542,5.1447,0.4560,1.3713,0.106978,0.06045
SUBK,Suffolk Banc,Financial Services,Banks - Regional - US,348.5952,300.7952,19.5762,None,5.3221,1.7737,None,None,2.8041,1.3104,0.066842,0.005967
SUI,Sun Communities,Real Estate,REIT - Residential,3673.7000,6237.0420,18.2357,18.5174,6.1796,3.1596,None,16.3362,3.6010,None,0.043666,0.005239
SUM,Summit Materials,Basic Materials,Building Materials,2384.5180,3700.7850,None,None,None,3.9536,None,None,None,None,None,None
SUP,Superior Industries International,Consumer Cyclical,Auto Parts,500.3444,449.4464,20.4624,6.2114,0.6910,1.2107,17.3418,9.8037,0.6601,1.1014,0.061366,0.04785
SUPN,Supernus Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,749.9942,700.3602,79.8438,47.5304,5.1941,6.8533,None,None,None,None,None,None
SVU,SUPERVALU,Consumer Defensive,Grocery Stores,1816.2083,3774.2083,9.3562,4.7328,0.1020,None,None,7.3292,0.1016,None,-0.306249,-0.059246
SWAY,Starwood Waypoint,Real Estate,REIT - Diversified,869.5771,1132.2831,14.7742,None,3.5638,0.8326,None,None,None,None,None,None
SWC,Stillwater Mining,Basic Materials,Industrial Metals & Minerals,1110.7442,912.9852,36.0000,8.3195,1.5376,1.2297,None,None,1.9561,1.7165,0.069515,0.042727
SWFT,Swift Transportation,Industrials,Trucking,2265.8906,3071.3976,10.9446,4.7267,0.5335,3.7014,None,7.0387,0.5477,None,0.608904,0.051099
SWHC,Smith & Wesson Holding,Industrials,Aerospace & Defense,993.3472,1114.9772,15.8182,7.1128,1.6062,4.7303,None,6.3782,1.1864,3.9008,0.321213,0.124884
SWM,Schweitzer-Mauduit Intl,Basic Materials,Paper & Paper Products,1234.1322,1365.7322,11.5714,None,None,2.6829,15.3700,7.7223,1.5485,2.3962,0.169614,0.079323
SWX,Southwest Gas,Utilities,Utilities - Regulated Gas,2687.6064,4212.6994,18.6367,8.2642,1.1116,1.7338,17.2244,6.9779,1.1156,1.6109,0.096208,0.029853
SXC,SunCoke Energy,Basic Materials,Coal,236.7612,1466.7612,None,7.8858,0.1743,0.8447,None,None,None,None,0.10266,0.026131
SXI,Standex International,Industrials,Diversified Industrials,1155.9575,1164.9785,17.9583,None,1.4752,3.2235,18.1517,8.9199,1.0371,2.4311,0.150699,0.080862
SXT,Sensient Technologies,Basic Materials,Specialty Chemicals,2934.8559,3540.2499,21.4015,13.7219,2.1413,3.3652,17.8162,10.4665,1.3983,1.8421,0.108993,0.066046
SYA,Symetra Financial,Financial Services,Insurance - Life,3663.5098,4178.3098,18.1056,None,1.6310,1.1719,9.8443,None,1.0044,0.6721,0.069901,0.007354
